model,scenario,prompt_group,metric,value,ci_low,ci_high,n
openclip_vit_b16_siglip,bicycle_street,base,positive_top_rate,0.6388888888888888,0.4722222222222222,0.7777777777777778,36
openclip_vit_b16_siglip,bicycle_street,base,false_negative_top_rate,0.3333333333333333,0.19375,0.4722222222222222,36
openclip_vit_b16_siglip,bicycle_street,photo_prefix,mean_positive_specificity_gain,0.0440865748684376,0.0373101497194442,0.050362813486733,36
openclip_vit_b16_siglip,bicycle_street,photo_prefix,mean_false_absence_tolerance,0.0299709288234951,0.0240151716094397,0.0360225340969281,36
openclip_vit_b16_siglip,bicycle_street,photo_prefix,positive_top_rate,0.8888888888888888,0.7777777777777778,0.9722222222222222,36
openclip_vit_b16_siglip,bicycle_street,photo_prefix,false_negative_top_rate,0.0833333333333333,0.0,0.1944444444444444,36
openclip_vit_b16_siglip,bicycle_street,visible,mean_positive_specificity_gain,0.0344712610865403,0.0298282410772364,0.0392379826024004,36
openclip_vit_b16_siglip,bicycle_street,visible,mean_false_absence_tolerance,0.0352751768727907,0.0286577775347284,0.041089690906816,36
openclip_vit_b16_siglip,bicycle_street,visible,positive_top_rate,0.5277777777777778,0.3611111111111111,0.6944444444444444,36
openclip_vit_b16_siglip,bicycle_street,visible,false_negative_top_rate,0.4444444444444444,0.2777777777777778,0.6111111111111112,36
openclip_vit_b16_siglip,bicycle_street,containing,mean_positive_specificity_gain,0.036230890010342,0.0307759360992799,0.0416520071501633,36
openclip_vit_b16_siglip,bicycle_street,containing,mean_false_absence_tolerance,0.0179913171500663,0.0134072555798416,0.0229697761240043,36
openclip_vit_b16_siglip,bicycle_street,containing,positive_top_rate,0.9722222222222222,0.9166666666666666,1.0,36
openclip_vit_b16_siglip,bicycle_street,containing,false_negative_top_rate,0.0,0.0,0.0,36
openclip_vit_b16_siglip,kitchen_table,image,image_condition_separation,0.0410280345994306,0.0376681080744322,0.0488197728434433,345
openclip_vit_b16_siglip,street_car,image,image_condition_separation,0.0880400952771148,0.0776969455086929,0.1063558507645709,312
openclip_vit_b16_siglip,cat_sofa,image,image_condition_separation,0.1510376330428043,0.1354572202369326,0.1923496707989387,72
openclip_vit_b16_siglip,person_beach,image,image_condition_separation,0.141448327427975,0.1282496385827759,0.1865943464223538,65
openclip_vit_b16_siglip,bicycle_street,image,image_condition_separation,0.1205114899986523,0.1080841047302267,0.1541909674953437,69
openclip_vit_b32,kitchen_table,base,mean_positive_specificity_gain,0.0194729599232675,0.0155406838293773,0.0235458998358429,193
openclip_vit_b32,kitchen_table,base,mean_false_absence_tolerance,0.0353979723644312,0.0328835556573557,0.0378650881759998,193
openclip_vit_b32,kitchen_table,base,positive_top_rate,0.2227979274611398,0.1658031088082901,0.2901554404145077,193
openclip_vit_b32,kitchen_table,base,false_negative_top_rate,0.7668393782383419,0.7046632124352331,0.8238341968911918,193
openclip_vit_b32,kitchen_table,photo_prefix,mean_positive_specificity_gain,0.0228043200220015,0.0200279658140782,0.0255078500072594,193
openclip_vit_b32,kitchen_table,photo_prefix,mean_false_absence_tolerance,0.0235877221464393,0.021573249451332,0.0256235916390884,193
openclip_vit_b32,kitchen_table,photo_prefix,positive_top_rate,0.5233160621761658,0.4559585492227979,0.5958549222797928,193
openclip_vit_b32,kitchen_table,photo_prefix,false_negative_top_rate,0.4715025906735751,0.3989637305699481,0.5440414507772021,193
openclip_vit_b32,kitchen_table,visible,mean_positive_specificity_gain,0.0396503528234931,0.036782392961025,0.0428103586826573,193
openclip_vit_b32,kitchen_table,visible,mean_false_absence_tolerance,0.0344856369697102,0.0315100499546504,0.0376855917755839,193
openclip_vit_b32,kitchen_table,visible,positive_top_rate,0.6839378238341969,0.6113989637305699,0.746243523316062,193
openclip_vit_b32,kitchen_table,visible,false_negative_top_rate,0.2849740932642487,0.2176165803108808,0.3471502590673575,193
openclip_vit_b32,kitchen_table,containing,mean_positive_specificity_gain,0.0318700760681181,0.0290370280259717,0.0347814494376029,193
openclip_vit_b32,kitchen_table,containing,mean_false_absence_tolerance,0.0220184503537803,0.0200759464140708,0.0240099599605508,193
openclip_vit_b32,kitchen_table,containing,positive_top_rate,0.7461139896373057,0.6839378238341969,0.8082901554404145,193
openclip_vit_b32,kitchen_table,containing,false_negative_top_rate,0.2279792746113989,0.1658031088082901,0.2849740932642487,193
openclip_vit_b32,street_car,base,mean_positive_specificity_gain,0.0475685032747626,0.0442575841168033,0.0506958183199141,170
openclip_vit_b32,street_car,base,mean_false_absence_tolerance,0.0140234007416752,0.0115559367286145,0.0164209096941309,170
openclip_vit_b32,street_car,base,positive_top_rate,0.9588235294117649,0.9294117647058824,0.9882352941176472,170
openclip_vit_b32,street_car,base,false_negative_top_rate,0.0176470588235294,0.0,0.0411764705882352,170
openclip_vit_b32,street_car,photo_prefix,mean_positive_specificity_gain,0.0373342882092026,0.0340456923796068,0.0405509424257294,170
openclip_vit_b32,street_car,photo_prefix,mean_false_absence_tolerance,0.0109648236121147,0.0089953497071366,0.0129201340017202,170
openclip_vit_b32,street_car,photo_prefix,positive_top_rate,0.9,0.8529411764705882,0.9411764705882352,170
openclip_vit_b32,street_car,photo_prefix,false_negative_top_rate,0.0470588235294117,0.0176470588235294,0.0823529411764705,170
openclip_vit_b32,street_car,visible,mean_positive_specificity_gain,0.0456390907148014,0.042676483820664,0.0487906216192899,170
openclip_vit_b32,street_car,visible,mean_false_absence_tolerance,0.0257458644380515,0.0230806538638534,0.0285158482747073,170
openclip_vit_b32,street_car,visible,positive_top_rate,0.9470588235294116,0.9117647058823528,0.9823529411764704,170
openclip_vit_b32,street_car,visible,false_negative_top_rate,0.0294117647058823,0.0058823529411764,0.0588235294117647,170
openclip_vit_b32,street_car,containing,mean_positive_specificity_gain,0.049284798758069,0.0460642512395657,0.0529314183744644,170
openclip_vit_b32,street_car,containing,mean_false_absence_tolerance,0.0138511033185164,0.0115264644021843,0.0160935397202503,170
openclip_vit_b32,street_car,containing,positive_top_rate,0.9352941176470588,0.8941176470588236,0.9705882352941176,170
openclip_vit_b32,street_car,containing,false_negative_top_rate,0.0352941176470588,0.0117647058823529,0.0647058823529411,170
openclip_vit_b32,cat_sofa,base,mean_positive_specificity_gain,0.1057127177726323,0.0990899554063059,0.111324552920189,37
openclip_vit_b32,cat_sofa,base,mean_false_absence_tolerance,0.0926610247425219,0.0849016986926732,0.0998858714336426,37
openclip_vit_b32,cat_sofa,base,positive_top_rate,0.7567567567567568,0.6216216216216216,0.8918918918918919,37
openclip_vit_b32,cat_sofa,base,false_negative_top_rate,0.2432432432432432,0.1081081081081081,0.4054054054054054,37
openclip_vit_b32,cat_sofa,photo_prefix,mean_positive_specificity_gain,0.1137424308676144,0.1070220873691859,0.1196492206129971,37
openclip_vit_b32,cat_sofa,photo_prefix,mean_false_absence_tolerance,0.1044836980490405,0.0972890093269194,0.1118848599853387,37
openclip_vit_b32,cat_sofa,photo_prefix,positive_top_rate,0.8378378378378378,0.7027027027027027,0.945945945945946,37
openclip_vit_b32,cat_sofa,photo_prefix,false_negative_top_rate,0.1621621621621621,0.054054054054054,0.2972972972972973,37
openclip_vit_b32,cat_sofa,visible,mean_positive_specificity_gain,0.1096885745672552,0.1021203134967538,0.1168434811396831,37
openclip_vit_b32,cat_sofa,visible,mean_false_absence_tolerance,0.1024266544213513,0.0941911861820197,0.1098611574618898,37
openclip_vit_b32,cat_sofa,visible,positive_top_rate,0.7837837837837838,0.6486486486486487,0.8918918918918919,37
openclip_vit_b32,cat_sofa,visible,false_negative_top_rate,0.2162162162162162,0.1074324324324324,0.3513513513513513,37
openclip_vit_b32,cat_sofa,containing,mean_positive_specificity_gain,0.108619433204708,0.1014978026607281,0.1154542337854607,37
openclip_vit_b32,cat_sofa,containing,mean_false_absence_tolerance,0.099060376444593,0.0925354958362788,0.1052325466264043,37
openclip_vit_b32,cat_sofa,containing,positive_top_rate,0.918918918918919,0.8108108108108109,1.0,37
openclip_vit_b32,cat_sofa,containing,false_negative_top_rate,0.081081081081081,0.0,0.1891891891891892,37
openclip_vit_b32,person_beach,base,mean_positive_specificity_gain,0.0372579132373229,0.0288920632464368,0.0458266126835386,30
openclip_vit_b32,person_beach,base,mean_false_absence_tolerance,0.0088634125070566,0.0032060208936565,0.0140972470989016,30
openclip_vit_b32,person_beach,base,positive_top_rate,0.9,0.8,1.0,30
openclip_vit_b32,person_beach,base,false_negative_top_rate,0.0,0.0,0.0,30
openclip_vit_b32,person_beach,photo_prefix,mean_positive_specificity_gain,0.0362741214015986,0.0285354322300587,0.044012242679243,30
openclip_vit_b32,person_beach,photo_prefix,mean_false_absence_tolerance,0.0114882191076231,0.0074771468201484,0.0154123065757785,30
openclip_vit_b32,person_beach,photo_prefix,positive_top_rate,0.9,0.7991666666666668,1.0,30
openclip_vit_b32,person_beach,photo_prefix,false_negative_top_rate,0.0,0.0,0.0,30
openclip_vit_b32,person_beach,visible,mean_positive_specificity_gain,0.0294926254180287,0.0203071704624571,0.0387558988189352,30
openclip_vit_b32,person_beach,visible,mean_false_absence_tolerance,0.016350490034244,0.0088680886898692,0.0241153179997786,30
openclip_vit_b32,person_beach,visible,positive_top_rate,0.8,0.6666666666666666,0.9333333333333332,30
openclip_vit_b32,person_beach,visible,false_negative_top_rate,0.1,0.0,0.2333333333333333,30
openclip_vit_b32,person_beach,containing,mean_positive_specificity_gain,0.0314423642427849,0.022110610770358,0.0403571007271412,30
openclip_vit_b32,person_beach,containing,mean_false_absence_tolerance,-0.0048855707214908,-0.0095304909818092,-0.0006897682389992,30
openclip_vit_b32,person_beach,containing,positive_top_rate,0.9,0.8,1.0,30
openclip_vit_b32,person_beach,containing,false_negative_top_rate,0.0333333333333333,0.0,0.1,30
openclip_vit_b32,bicycle_street,base,mean_positive_specificity_gain,0.0790722728830116,0.0706809445991315,0.0869844697634621,36
openclip_vit_b32,bicycle_street,base,mean_false_absence_tolerance,0.0667360012241654,0.0612160662254463,0.0716091762860852,36
openclip_vit_b32,bicycle_street,base,positive_top_rate,0.75,0.6111111111111112,0.8888888888888888,36
openclip_vit_b32,bicycle_street,base,false_negative_top_rate,0.25,0.1111111111111111,0.3888888888888889,36
openclip_vit_b32,bicycle_street,photo_prefix,mean_positive_specificity_gain,0.085250124189133,0.0765299050045606,0.0928916313324132,36
openclip_vit_b32,bicycle_street,photo_prefix,mean_false_absence_tolerance,0.0735881903815185,0.0678128790758143,0.0795072684460947,36
openclip_vit_b32,bicycle_street,photo_prefix,positive_top_rate,0.8055555555555556,0.69375,0.9166666666666666,36
openclip_vit_b32,bicycle_street,photo_prefix,false_negative_top_rate,0.1944444444444444,0.0833333333333333,0.3333333333333333,36
openclip_vit_b32,bicycle_street,visible,mean_positive_specificity_gain,0.079431032836463,0.0705676357126691,0.0869241282541511,36
openclip_vit_b32,bicycle_street,visible,mean_false_absence_tolerance,0.0717280092559532,0.0637186019978983,0.0790059273849852,36
openclip_vit_b32,bicycle_street,visible,positive_top_rate,0.6666666666666666,0.5270833333333333,0.8055555555555556,36
openclip_vit_b32,bicycle_street,visible,false_negative_top_rate,0.3333333333333333,0.1944444444444444,0.4722222222222222,36
openclip_vit_b32,bicycle_street,containing,mean_positive_specificity_gain,0.0787050719938071,0.0704249291684862,0.0869931620964438,36
openclip_vit_b32,bicycle_street,containing,mean_false_absence_tolerance,0.0621100716359738,0.0546372213127396,0.0697944788017117,36
openclip_vit_b32,bicycle_street,containing,positive_top_rate,0.8333333333333334,0.6944444444444444,0.9444444444444444,36
openclip_vit_b32,bicycle_street,containing,false_negative_top_rate,0.1666666666666666,0.0555555555555555,0.3055555555555556,36
openclip_vit_b32,kitchen_table,image,image_condition_separation,0.0712884750767993,0.0644301677647689,0.0850975000761949,345
openclip_vit_b32,street_car,image,image_condition_separation,0.1546399719770436,0.1394398307073797,0.1812479312572741,312
openclip_vit_b32,cat_sofa,image,image_condition_separation,0.3204948398305771,0.2774740433895307,0.3881517149206782,72
openclip_vit_b32,person_beach,image,image_condition_separation,0.1708721988890778,0.158155176825742,0.2255879062327274,65
openclip_vit_b32,bicycle_street,image,image_condition_separation,0.2327360393016166,0.2054446424835422,0.2984324048021057,69
openclip_vit_b32_datacomp,kitchen_table,base,mean_positive_specificity_gain,0.0716519513087146,0.0672202946378703,0.0763943617113195,193
openclip_vit_b32_datacomp,kitchen_table,base,mean_false_absence_tolerance,0.0694577896666066,0.0627128786871437,0.0760238480513037,193
openclip_vit_b32_datacomp,kitchen_table,base,positive_top_rate,0.4922279792746113,0.4196891191709844,0.5647668393782384,193
openclip_vit_b32_datacomp,kitchen_table,base,false_negative_top_rate,0.4974093264248704,0.4300518134715025,0.5647668393782384,193
openclip_vit_b32_datacomp,kitchen_table,photo_prefix,mean_positive_specificity_gain,0.0242326934082392,0.0196504018147363,0.0285607231657298,193
openclip_vit_b32_datacomp,kitchen_table,photo_prefix,mean_false_absence_tolerance,0.0231095251350594,0.0187368067373539,0.0275301309028989,193
openclip_vit_b32_datacomp,kitchen_table,photo_prefix,positive_top_rate,0.466321243523316,0.3937823834196891,0.533678756476684,193
openclip_vit_b32_datacomp,kitchen_table,photo_prefix,false_negative_top_rate,0.3937823834196891,0.3264248704663212,0.4611398963730569,193
openclip_vit_b32_datacomp,kitchen_table,visible,mean_positive_specificity_gain,0.0712276944778905,0.0666560679833202,0.0755603164235971,193
openclip_vit_b32_datacomp,kitchen_table,visible,mean_false_absence_tolerance,0.0652289613130533,0.0604433448826949,0.0703395108426258,193
openclip_vit_b32_datacomp,kitchen_table,visible,positive_top_rate,0.616580310880829,0.5440414507772021,0.6787564766839378,193
openclip_vit_b32_datacomp,kitchen_table,visible,false_negative_top_rate,0.3678756476683937,0.3056994818652849,0.4352331606217616,193
openclip_vit_b32_datacomp,kitchen_table,containing,mean_positive_specificity_gain,0.0497446766675095,0.0433871359176075,0.0559306710504185,193
openclip_vit_b32_datacomp,kitchen_table,containing,mean_false_absence_tolerance,0.054891391848931,0.0485685651958801,0.0611376145778797,193
openclip_vit_b32_datacomp,kitchen_table,containing,positive_top_rate,0.3626943005181347,0.2953367875647668,0.4301813471502589,193
openclip_vit_b32_datacomp,kitchen_table,containing,false_negative_top_rate,0.5595854922279793,0.4870466321243523,0.6269430051813472,193
openclip_vit_b32_datacomp,street_car,base,mean_positive_specificity_gain,0.0608799285591041,0.0550662313341469,0.0669023141792512,170
openclip_vit_b32_datacomp,street_car,base,mean_false_absence_tolerance,0.0443651382759662,0.0384684341080927,0.0499065575675352,170
openclip_vit_b32_datacomp,street_car,base,positive_top_rate,0.7058823529411765,0.6352941176470588,0.770735294117647,170
openclip_vit_b32_datacomp,street_car,base,false_negative_top_rate,0.2235294117647059,0.1647058823529411,0.288235294117647,170
openclip_vit_b32_datacomp,street_car,photo_prefix,mean_positive_specificity_gain,0.0513847556788154,0.0429109490260843,0.0597561453246696,170
openclip_vit_b32_datacomp,street_car,photo_prefix,mean_false_absence_tolerance,0.0421568934676193,0.0367539284711784,0.0477044503738742,170
openclip_vit_b32_datacomp,street_car,photo_prefix,positive_top_rate,0.6470588235294118,0.5705882352941176,0.7119117647058822,170
openclip_vit_b32_datacomp,street_car,photo_prefix,false_negative_top_rate,0.2529411764705882,0.188235294117647,0.3176470588235294,170
openclip_vit_b32_datacomp,street_car,visible,mean_positive_specificity_gain,0.0634281365384388,0.0561527647203885,0.0703933150234147,170
openclip_vit_b32_datacomp,street_car,visible,mean_false_absence_tolerance,0.0720398143012493,0.065369727697764,0.0792083416466101,170
openclip_vit_b32_datacomp,street_car,visible,positive_top_rate,0.3470588235294117,0.2764705882352941,0.4176470588235294,170
openclip_vit_b32_datacomp,street_car,visible,false_negative_top_rate,0.6176470588235294,0.5411764705882353,0.6824999999999999,170
openclip_vit_b32_datacomp,street_car,containing,mean_positive_specificity_gain,0.067145252348655,0.059251536031307,0.0748500877207699,170
openclip_vit_b32_datacomp,street_car,containing,mean_false_absence_tolerance,0.0754429083817673,0.0670768079850167,0.082906871922887,170
openclip_vit_b32_datacomp,street_car,containing,positive_top_rate,0.3176470588235294,0.2470588235294117,0.3823529411764705,170
openclip_vit_b32_datacomp,street_car,containing,false_negative_top_rate,0.6352941176470588,0.5645588235294118,0.7058823529411765,170
openclip_vit_b32_datacomp,cat_sofa,base,mean_positive_specificity_gain,0.1727649373412809,0.1493560990372605,0.1922782521447038,37
openclip_vit_b32_datacomp,cat_sofa,base,mean_false_absence_tolerance,0.1626201243949983,0.1416803636040232,0.1849953341601948,37
openclip_vit_b32_datacomp,cat_sofa,base,positive_top_rate,0.6486486486486487,0.4864864864864865,0.8108108108108109,37
openclip_vit_b32_datacomp,cat_sofa,base,false_negative_top_rate,0.3243243243243243,0.1891891891891892,0.4594594594594595,37
openclip_vit_b32_datacomp,cat_sofa,photo_prefix,mean_positive_specificity_gain,0.155602780187147,0.1359308823358729,0.1744742365899699,37
openclip_vit_b32_datacomp,cat_sofa,photo_prefix,mean_false_absence_tolerance,0.1483987101328953,0.126881777761916,0.1693987340118501,37
openclip_vit_b32_datacomp,cat_sofa,photo_prefix,positive_top_rate,0.5945945945945946,0.4324324324324324,0.7567567567567568,37
openclip_vit_b32_datacomp,cat_sofa,photo_prefix,false_negative_top_rate,0.3783783783783784,0.2432432432432432,0.5405405405405406,37
openclip_vit_b32_datacomp,cat_sofa,visible,mean_positive_specificity_gain,0.1530358146616949,0.1261707222318875,0.176571780740403,37
openclip_vit_b32_datacomp,cat_sofa,visible,mean_false_absence_tolerance,0.1342968163178722,0.1115651021526124,0.1550761878005235,37
openclip_vit_b32_datacomp,cat_sofa,visible,positive_top_rate,0.7297297297297297,0.5945945945945946,0.8648648648648649,37
openclip_vit_b32_datacomp,cat_sofa,visible,false_negative_top_rate,0.1891891891891892,0.081081081081081,0.3243243243243243,37
openclip_vit_b32_datacomp,cat_sofa,containing,mean_positive_specificity_gain,0.135751697261728,0.1104344359393398,0.1586637486215589,37
openclip_vit_b32_datacomp,cat_sofa,containing,mean_false_absence_tolerance,0.1320168603445367,0.1093467119717492,0.1553661582332703,37
openclip_vit_b32_datacomp,cat_sofa,containing,positive_top_rate,0.5675675675675675,0.4054054054054054,0.7297297297297297,37
openclip_vit_b32_datacomp,cat_sofa,containing,false_negative_top_rate,0.3783783783783784,0.2162162162162162,0.5405405405405406,37
openclip_vit_b32_datacomp,person_beach,base,mean_positive_specificity_gain,0.05467652796286,0.0412902780414546,0.0670561832575291,30
openclip_vit_b32_datacomp,person_beach,base,mean_false_absence_tolerance,0.0285724349608798,0.0185712340040527,0.038000785048875,30
openclip_vit_b32_datacomp,person_beach,base,positive_top_rate,0.7666666666666667,0.6,0.9,30
openclip_vit_b32_datacomp,person_beach,base,false_negative_top_rate,0.1666666666666666,0.0333333333333333,0.3,30
openclip_vit_b32_datacomp,person_beach,photo_prefix,mean_positive_specificity_gain,0.0412983297575876,0.0270975642290044,0.0548604036303107,30
openclip_vit_b32_datacomp,person_beach,photo_prefix,mean_false_absence_tolerance,0.0270121105486419,0.0201733091944332,0.0341279438226561,30
openclip_vit_b32_datacomp,person_beach,photo_prefix,positive_top_rate,0.7666666666666667,0.6333333333333333,0.9,30
openclip_vit_b32_datacomp,person_beach,photo_prefix,false_negative_top_rate,0.2,0.0666666666666666,0.3333333333333333,30
openclip_vit_b32_datacomp,person_beach,visible,mean_positive_specificity_gain,0.0280088351292615,0.0135077823647456,0.0413407329326994,30
openclip_vit_b32_datacomp,person_beach,visible,mean_false_absence_tolerance,-0.0067599696802396,-0.0152554292830796,0.0009351079655939,30
openclip_vit_b32_datacomp,person_beach,visible,positive_top_rate,0.8,0.6333333333333333,0.9333333333333332,30
openclip_vit_b32_datacomp,person_beach,visible,false_negative_top_rate,0.0666666666666666,0.0,0.1666666666666666,30
openclip_vit_b32_datacomp,person_beach,containing,mean_positive_specificity_gain,0.0541113268602233,0.0397231889360702,0.0662784147508844,30
openclip_vit_b32_datacomp,person_beach,containing,mean_false_absence_tolerance,-0.0004530155619131,-0.0092951361559699,0.0076516041027479,30
openclip_vit_b32_datacomp,person_beach,containing,positive_top_rate,0.9,0.8,1.0,30
openclip_vit_b32_datacomp,person_beach,containing,false_negative_top_rate,0.0333333333333333,0.0,0.1,30
openclip_vit_b32_datacomp,bicycle_street,base,mean_positive_specificity_gain,0.1114895807066336,0.0977692238068596,0.125150297199613,36
openclip_vit_b32_datacomp,bicycle_street,base,mean_false_absence_tolerance,0.0946475752464639,0.0832108490074203,0.1050785262922394,36
openclip_vit_b32_datacomp,bicycle_street,base,positive_top_rate,0.6944444444444444,0.5277777777777778,0.8333333333333334,36
openclip_vit_b32_datacomp,bicycle_street,base,false_negative_top_rate,0.2777777777777778,0.1388888888888889,0.4173611111111105,36
openclip_vit_b32_datacomp,bicycle_street,photo_prefix,mean_positive_specificity_gain,0.1002211643163328,0.0814757148714401,0.1168679562121121,36
openclip_vit_b32_datacomp,bicycle_street,photo_prefix,mean_false_absence_tolerance,0.0899848969204442,0.0761677968082632,0.1017246836553411,36
openclip_vit_b32_datacomp,bicycle_street,photo_prefix,positive_top_rate,0.6111111111111112,0.4715277777777778,0.7777777777777778,36
openclip_vit_b32_datacomp,bicycle_street,photo_prefix,false_negative_top_rate,0.3611111111111111,0.1944444444444444,0.5277777777777778,36
openclip_vit_b32_datacomp,bicycle_street,visible,mean_positive_specificity_gain,0.1055286576589831,0.0928941158988891,0.1193111068286304,36
openclip_vit_b32_datacomp,bicycle_street,visible,mean_false_absence_tolerance,0.109498500546456,0.0960164607173296,0.1231677725728785,36
openclip_vit_b32_datacomp,bicycle_street,visible,positive_top_rate,0.5555555555555556,0.3888888888888889,0.7222222222222222,36
openclip_vit_b32_datacomp,bicycle_street,visible,false_negative_top_rate,0.4444444444444444,0.2777777777777778,0.6111111111111112,36
openclip_vit_b32_datacomp,bicycle_street,containing,mean_positive_specificity_gain,0.1072564197058858,0.0929430209855666,0.1214185382654196,36
openclip_vit_b32_datacomp,bicycle_street,containing,mean_false_absence_tolerance,0.1175874881253644,0.1032717913500815,0.1299067278206921,36
openclip_vit_b32_datacomp,bicycle_street,containing,positive_top_rate,0.3055555555555556,0.1666666666666666,0.4444444444444444,36
openclip_vit_b32_datacomp,bicycle_street,containing,false_negative_top_rate,0.6944444444444444,0.5277777777777778,0.8333333333333334,36
openclip_vit_b32_datacomp,kitchen_table,image,image_condition_separation,0.1302415534812132,0.1154384807566437,0.1528300405564541,345
openclip_vit_b32_datacomp,street_car,image,image_condition_separation,0.2010762535394298,0.1777214579895628,0.2427401385933569,312
openclip_vit_b32_datacomp,cat_sofa,image,image_condition_separation,0.417342351864597,0.353368321944304,0.5165141086933062,72
openclip_vit_b32_datacomp,person_beach,image,image_condition_separation,0.2327555149417409,0.2092704666959424,0.3008101194266379,65
openclip_vit_b32_datacomp,bicycle_street,image,image_condition_separation,0.2481216792731579,0.2121916438334965,0.3335137648820561,69
openclip_vit_b32_openai,kitchen_table,base,mean_positive_specificity_gain,0.0199846481399706,0.0186528304296781,0.0213769441923925,193
openclip_vit_b32_openai,kitchen_table,base,mean_false_absence_tolerance,0.0098920454362823,0.0086909035170074,0.0112769868945666,193
openclip_vit_b32_openai,kitchen_table,base,positive_top_rate,1.0,1.0,1.0,193
openclip_vit_b32_openai,kitchen_table,base,false_negative_top_rate,0.0,0.0,0.0,193
openclip_vit_b32_openai,kitchen_table,photo_prefix,mean_positive_specificity_gain,0.0247643033942117,0.023487747648739,0.0260678946181556,193
openclip_vit_b32_openai,kitchen_table,photo_prefix,mean_false_absence_tolerance,0.0056616319889208,0.0046212753056175,0.0066651843479132,193
openclip_vit_b32_openai,kitchen_table,photo_prefix,positive_top_rate,1.0,1.0,1.0,193
openclip_vit_b32_openai,kitchen_table,photo_prefix,false_negative_top_rate,0.0,0.0,0.0,193
openclip_vit_b32_openai,kitchen_table,visible,mean_positive_specificity_gain,0.0197329849639284,0.0183826330207337,0.021034707861398,193
openclip_vit_b32_openai,kitchen_table,visible,mean_false_absence_tolerance,0.0117896536307779,0.0110132520838053,0.012465597785892,193
openclip_vit_b32_openai,kitchen_table,visible,positive_top_rate,0.9430051813471504,0.911917098445596,0.9740932642487048,193
openclip_vit_b32_openai,kitchen_table,visible,false_negative_top_rate,0.0518134715025906,0.0207253886010362,0.082901554404145,193
openclip_vit_b32_openai,kitchen_table,containing,mean_positive_specificity_gain,0.0084972493346973,0.0071294380666599,0.0098186529640117,193
openclip_vit_b32_openai,kitchen_table,containing,mean_false_absence_tolerance,0.0044719550805328,0.0036331881237292,0.0052093120170316,193
openclip_vit_b32_openai,kitchen_table,containing,positive_top_rate,0.6839378238341969,0.6217616580310881,0.746243523316062,193
openclip_vit_b32_openai,kitchen_table,containing,false_negative_top_rate,0.1502590673575129,0.1036269430051813,0.2020725388601036,193
openclip_vit_b32_openai,street_car,base,mean_positive_specificity_gain,0.018628374174899,0.0167746809645766,0.0204885979739368,170
openclip_vit_b32_openai,street_car,base,mean_false_absence_tolerance,0.0098907364849586,0.0084437972909689,0.0113150910641908,170
openclip_vit_b32_openai,street_car,base,positive_top_rate,0.7176470588235294,0.6470588235294118,0.7823529411764706,170
openclip_vit_b32_openai,street_car,base,false_negative_top_rate,0.2470588235294117,0.1823529411764705,0.3117647058823529,170
openclip_vit_b32_openai,street_car,photo_prefix,mean_positive_specificity_gain,0.018419963133977,0.0161279173761151,0.020764998155309,170
openclip_vit_b32_openai,street_car,photo_prefix,mean_false_absence_tolerance,0.003088206406298,0.0014649380390787,0.004759086886909,170
openclip_vit_b32_openai,street_car,photo_prefix,positive_top_rate,0.8235294117647058,0.7704411764705883,0.8823529411764706,170
openclip_vit_b32_openai,street_car,photo_prefix,false_negative_top_rate,0.1058823529411764,0.0588235294117647,0.1529411764705882,170
openclip_vit_b32_openai,street_car,visible,mean_positive_specificity_gain,0.0137918699051353,0.0119434435648299,0.0155974933050114,170
openclip_vit_b32_openai,street_car,visible,mean_false_absence_tolerance,0.0036463613648473,0.0021490064894064,0.0051573150197969,170
openclip_vit_b32_openai,street_car,visible,positive_top_rate,0.7647058823529411,0.7,0.8235294117647058,170
openclip_vit_b32_openai,street_car,visible,false_negative_top_rate,0.1294117647058823,0.0823529411764705,0.1823529411764705,170
openclip_vit_b32_openai,street_car,containing,mean_positive_specificity_gain,0.0183946790435759,0.0163939853204866,0.0204137440247123,170
openclip_vit_b32_openai,street_car,containing,mean_false_absence_tolerance,0.0045095622503427,0.0031177694698836,0.0058177818221191,170
openclip_vit_b32_openai,street_car,containing,positive_top_rate,0.8529411764705882,0.8,0.9058823529411764,170
openclip_vit_b32_openai,street_car,containing,false_negative_top_rate,0.0705882352941176,0.0352941176470588,0.1117647058823529,170
openclip_vit_b32_openai,cat_sofa,base,mean_positive_specificity_gain,0.0328211327717635,0.031310399242294,0.0342228645628552,37
openclip_vit_b32_openai,cat_sofa,base,mean_false_absence_tolerance,0.0320611200637978,0.0303193544111765,0.0336184683477776,37
openclip_vit_b32_openai,cat_sofa,base,positive_top_rate,0.5945945945945946,0.4324324324324324,0.7567567567567568,37
openclip_vit_b32_openai,cat_sofa,base,false_negative_top_rate,0.4054054054054054,0.2702702702702703,0.5675675675675675,37
openclip_vit_b32_openai,cat_sofa,photo_prefix,mean_positive_specificity_gain,0.0289449668136048,0.0273152320720471,0.0305910562817139,37
openclip_vit_b32_openai,cat_sofa,photo_prefix,mean_false_absence_tolerance,0.0230295074657905,0.0216111695438303,0.0244629615306096,37
openclip_vit_b32_openai,cat_sofa,photo_prefix,positive_top_rate,0.972972972972973,0.918918918918919,1.0,37
openclip_vit_b32_openai,cat_sofa,photo_prefix,false_negative_top_rate,0.027027027027027,0.0,0.081081081081081,37
openclip_vit_b32_openai,cat_sofa,visible,mean_positive_specificity_gain,0.0360327369456769,0.0338153936823691,0.0379623323367749,37
